Name,Posterior_Mean,Posterior_Std,HDI_2.5,HDI_97.5,Interval_Width,Week
Redfoo,0.0025589108787530245,0.0017904439002193156,0.00028241763718054566,0.0070697203032868295,0.006787302666106284,2
Chris Mazdzer,0.00255592027079431,0.001829509874673521,0.00030866493013571264,0.007248919871662964,0.006940254941527252,2
James Maslow,0.0025548993458520543,0.0018110070601778268,0.000324296950965695,0.007311120731283203,0.006986823780317508,2
Josh Norman,0.0025548403222528694,0.0018274198610162644,0.00031406036310502875,0.007441939679536239,0.00712787931643121,2
Hannah Brown,0.0025548143487682793,0.001803227894919258,0.00029791830844019986,0.007094275285378398,0.006796356976938198,2
Roshon Fegan,0.002553843548896849,0.0018151639559148658,0.0003775789654827752,0.007017611164541136,0.006640032199058361,2
Bethany Mota,0.0025536135197705774,0.001812896667275082,0.00029297666511783735,0.007224705547999915,0.006931728882882078,2
Sherri Sheperd,0.002550445929600677,0.0017742571873315246,0.00025459048837636665,0.006875137254657222,0.006620546766280855,2
Emmitt Smith,0.00254759201332128,0.001801331540056462,0.0002678064347013041,0.007031053449917723,0.006763247015216418,2
Monique Coleman,0.00254581382449648,0.0017744771524796621,0.0003079889656760433,0.006837831212820426,0.006529842247144383,2
Bristol Palin,0.0025429965356695244,0.0018218414818647359,0.00029272384539556204,0.007004850377894553,0.006712126532498992,2
Betsey Johnson,0.0025402855642117843,0.0018926984416185978,0.0002584046906252866,0.007370585884788519,0.007112181194163233,2
Antonio Sabato Jr.,0.0025389720996271763,0.0017666732604827051,0.0003150088999259724,0.006839182848504082,0.00652417394857811,2
Maria Menounos,0.002538825781152968,0.0017603783021356006,0.0003608959838068512,0.007076533950449568,0.006715637966642717,2
Rumer Willis,0.002538546416604873,0.001774853515290275,0.00033969331551999394,0.007041947105554995,0.006702253790035001,2
Lil' Kim,0.0025375584858745395,0.0017598527108505712,0.0003121718043475816,0.006858736100981266,0.006546564296633684,2
Donald Driver,0.002537050687290792,0.0018339703440737325,0.00029056012806625404,0.007246269012007158,0.006955708883940904,2
Evan Lysacek,0.0025358568676168633,0.001755860653873891,0.00034094818493803926,0.00686275784905471,0.0065218096641166705,2
Amy Purdy,0.002533750970569436,0.0018697043979103523,0.00029218498438958847,0.007217382885279873,0.006925197900890285,2
Paige VanZant,0.0025332598424989286,0.001756407080803751,0.00030585174346777584,0.0069183728418805365,0.00661252109841276,2
DeMarcus Ware,0.002532930341968294,0.0017426348264389325,0.00031643217226909554,0.006830643907639941,0.006514211735370845,2
Alexandra Raisman,0.002532779512929184,0.001749612542584957,0.00029865612526369726,0.006994005898862263,0.006695349773598565,2
Jason Mraz,0.002526586466061331,0.0018087193299255525,0.00027937401074109214,0.007043589413267915,0.006764215402526823,2
Alek Skarlatos,0.002526014135497433,0.0017669837526988756,0.00027421984616700324,0.006756023204145052,0.0064818033579780495,2
Heather Morris,0.0025249017971481187,0.0018043098777106284,0.0003032521372503212,0.007005982645969414,0.006702730508719093,2
Laurie Hernandez,0.0025245470662685543,0.0017266072406966345,0.00030161102565018507,0.00699102149540994,0.006689410469759754,2
Jack Osbourne,0.002524366069337852,0.0017940918711542087,0.00028270870304510017,0.006988103644480225,0.006705394941435125,2
Romeo,0.0025236161381198747,0.0018295185806981172,0.00027022545545057506,0.007148572776475394,0.0068783473210248195,2
Brooke Burke,0.0025232730878812577,0.001724956924345913,0.00028912117511361863,0.00668926578868221,0.006400144613568591,2
Sadie Robertson,0.002521702025338079,0.0017798756163297388,0.00032111412784160303,0.00695165789065993,0.006630543762818328,2
Wanya Morris,0.0025214903961310567,0.0017476509799513546,0.00028746670656300076,0.006611175454418886,0.006323708747855885,2
John Schneider,0.002521039304368258,0.0017886001921912813,0.00030810958453885226,0.0070869301995132965,0.006778820614974444,2
Chandler Kinney,0.002520564316202955,0.0017757181316255097,0.0002854545062735741,0.006983403021151752,0.006697948514878178,2
Tia Carrere,0.002518434993546283,0.001836959925433773,0.0002958683871588452,0.007150627537120639,0.006854759149961794,2
Kelly Monaco,0.002515996046179946,0.0018182879864691306,0.00027019291518411414,0.007399364017765404,0.00712917110258129,2
Jordan Fisher,0.002515943556678973,0.0017164927660213184,0.0003106080023116563,0.006714422229246049,0.006403814226934392,2
Gilles Marini,0.0025154311150026314,0.0017372908438855383,0.0003409680707555715,0.0068371890576679134,0.006496220986912342,2
Jen Affleck,0.0025153398888320797,0.0018650229922211356,0.0002781139044930573,0.007265178767454622,0.0069870648629615645,2
Willow Shields,0.0025146855771558375,0.0017764227937419727,0.00029606625447104644,0.007005875605229699,0.006709809350758652,2
Kate Flannery,0.0025141340363863847,0.001777139822906793,0.0003212316521524783,0.006860441085216368,0.006539209433063889,2
Marlee Matlin,0.0025138005076140685,0.001762683498785468,0.00027035767711829306,0.0071527202144558814,0.006882362537337588,2
Danica McKellar,0.00251334300489705,0.001760136105979397,0.00032144908851365465,0.006970046941784299,0.006648597853270644,2
Daniel Durant,0.0025125916651098194,0.0018472018641144462,0.0003139459631506463,0.007356213220291431,0.007042267257140785,2
Brant Daugherty,0.002511668706880955,0.001800683117244243,0.0002893748895739839,0.006875621003450875,0.006586246113876891,2
Marie Osmond,0.0025113697783601626,0.001827355825504309,0.00025441737537126863,0.007233851851467179,0.006979434476095911,2
Alexa PenaVega,0.0025104935850457223,0.0017456822670165928,0.00035299885080345333,0.006716420175849366,0.006363421325045913,2
Toni Braxton,0.002510017281626107,0.0018293477469436513,0.00026997565192722373,0.007013105901337684,0.00674313024941046,2
Harry Hamlin,0.002509705950530165,0.0018091678373874248,0.0002532943465814519,0.00700514897382941,0.006751854627247957,2
Vanessa Lachey,0.002508931300780022,0.0017836183677432831,0.00031190792652170543,0.006852891598914295,0.00654098367239259,2
Kaitlyn Bristowe,0.0025080219534526146,0.0017461113264187794,0.00025115482157679874,0.006824538476670599,0.0065733836550938,2
Tonya Harding,0.002507742940675468,0.0017580506481348166,0.0003056555411112639,0.00696996946521479,0.006664313924103526,2
Jennie Finch Daigle,0.002507509794385634,0.0018200359096670695,0.00027651646556327937,0.0070946721823291715,0.0068181557167658925,2
Ian Ziering,0.002507159612971887,0.0018059145920062704,0.0003261237045016678,0.007089218529633507,0.006763094825131839,2
Leah Remini,0.0025065725550326655,0.0017623369376562731,0.00031796829927961424,0.006950184432310114,0.0066322161330305,2
Stephen Nedoroscik,0.002505630464856414,0.0018408394362116102,0.00022167602149316627,0.007112451217209363,0.006890775195716197,2
Lauren Jauregui,0.002505557371285822,0.0017891475433213907,0.0002879315757003242,0.00700545468091053,0.0067175231052102055,2
Amanda Kloots,0.0025054664440076636,0.0017529867261505089,0.0002938905030623218,0.006833586179748409,0.006539695676686087,2
Helio Castroneves,0.0025049378364089816,0.0017230694990010651,0.00029201578674981153,0.006843453344414299,0.006551437557664488,2
Hines Ward,0.0025031279592133,0.0017651316913865095,0.0002734987922278673,0.006909154698448284,0.006635655906220417,2
Giselle Fernandez,0.002502745934913585,0.001854149267042987,0.0003096914941772309,0.0070147678951601984,0.006705076400982967,2
George Hamilton,0.002501312271646432,0.0018224662111635357,0.00027538728693330083,0.007004643633309066,0.006729256346375765,2
Nancy Grace,0.0025009245865868454,0.0018729397595747125,0.0002566189212453352,0.007566098637566703,0.0073094797163213675,2
Charlie White,0.0025009047739003084,0.0017734098113193898,0.00030750698741039914,0.0070962535759154345,0.0067887465885050355,2
Robert Irwin,0.002500745054320129,0.0018068138466154856,0.00029605970085306123,0.007020576043850493,0.006724516342997432,2
Kyle Massey,0.0025006031753532732,0.0018123862372730552,0.00031416292909822077,0.007210621361386592,0.006896458432288371,2
Jonathan Bennett,0.0025002743848646413,0.001838117920463424,0.0002959221751890433,0.007200987027989196,0.006905064852800152,2
Heather Mills,0.002499788476667775,0.0017627047304888787,0.00027931306104946095,0.00695006082197234,0.006670747760922879,2
Alfonso Ribeiro,0.002498695283573178,0.001812872993029057,0.00026060673905329543,0.007227901143754698,0.006967294404701403,2
Terra Jole,0.0024933877909325388,0.0018095095323018777,0.00033674649052519015,0.0071570499579383245,0.006820303467413134,2
JoJo Siwa,0.0024930466120234667,0.0017541963015848855,0.00029900391018634556,0.006908303822963941,0.006609299912777596,2
Kareem Abdul-Jabbar,0.0024927372149984267,0.001710764701644767,0.00027982037435822597,0.0068447157827355954,0.0065648954083773695,2
Robert Herjavec,0.0024905715292630813,0.0017840600602805744,0.0003241726666525497,0.007141321698947546,0.006817149032294996,2
Audrina Patridge,0.0024900332198258407,0.001769988662730845,0.0002744463203300277,0.007144386880667798,0.006869940560337771,2
Mary Lou Retton,0.002486410759405222,0.001755185448956527,0.0002328779980584329,0.0069603674151207506,0.0067274894170623175,2
Joanna Krupa,0.002485755563165581,0.0017973777679062804,0.00029268214215173304,0.007141033528670894,0.006848351386519161,2
Cody Simpson,0.0024848892024016294,0.001781456243273298,0.0003080750829203712,0.007053945351734946,0.006745870268814574,2
Gavin DeGraw,0.002482421780036295,0.0017407697077882925,0.0003033441205508353,0.006819969529860206,0.00651662540930937,2
Nick Carter,0.0024799937196664035,0.0017696749645390462,0.0002886105261240846,0.007035407123593182,0.006746796597469098,2
Kristin Cavallari,0.0024784075704793206,0.001797164025890097,0.00028400430890878107,0.006929477235156434,0.006645472926247653,2
Sean Avery,0.0024775363735483986,0.001788384925709708,0.00028542154440030343,0.0070718083334239245,0.006786386789023621,2
Kirstie Alley,0.002476613349138342,0.0017383416825005613,0.0002685324086151255,0.00684724080633668,0.006578708397721554,2
Joey Fatone,0.002476209397807745,0.0017750193724766744,0.0002782538709751147,0.006689899163610309,0.006411645292635194,2
Rick Fox,0.0024743173471105254,0.001808724665105475,0.0002971248840046713,0.007035817360287958,0.006738692476283286,2
Leeza Gibbons,0.002474162769019407,0.001779096763064852,0.0002491654910056682,0.007072691890179664,0.006823526399173996,2
Xochitl Gomez,0.0024737225350147762,0.001784598106638075,0.00025893094232792916,0.006866990606269318,0.006608059663941388,2
Bindi Irwin,0.002472920433505642,0.001798122081071775,0.00024974559453943586,0.007088670261837339,0.006838924667297903,2
Whitney Leavitt,0.0024726264026758635,0.0018143023656416702,0.0002479178943931951,0.007017753979014665,0.00676983608462147,2
Drew Lachey,0.0024725685532537085,0.001781202593119264,0.00028308725201761355,0.006897008407631997,0.006613921155614383,2
Susan Lucci,0.0024723527776259356,0.001804486251661606,0.00028441591116335304,0.007094276566520663,0.00680986065535731,2
Hayes Grier,0.002472186080297034,0.0017710781615496009,0.0003236351175107635,0.006930569613889589,0.006606934496378825,2
Drew Scott,0.002472095522061839,0.0017957344973566101,0.0002457386659414181,0.00698986727269402,0.0067441286067526016,2
Dwight Howard ,0.002472051653904946,0.0018054885516242186,0.0003371636829074295,0.006823113542273739,0.00648594985936631,2
Nastia Liukin,0.0024714703174558914,0.0017679559822517386,0.00029338550052463027,0.007040350859945048,0.006746965359420418,2
Michael Sam,0.0024710861334083455,0.001751225941797602,0.0003120311240803121,0.006781246700157406,0.006469215576077094,2
Mark Dacascos,0.0024708633487563847,0.0017296892763643977,0.00025639941607372304,0.006938393413581852,0.006681993997508129,2
Floyd Mayweather Jr. ,0.0024702189699811637,0.0017432114209638523,0.0002687650739451251,0.0069878565851023335,0.0067190915111572085,2
Victoria Arlen,0.002469231243778357,0.001835228612039279,0.0002390876755504523,0.007162846198007506,0.006923758522457054,2
Andy Grammer,0.0024685338486596523,0.001736461590671213,0.00031371675159801914,0.0068090013271613495,0.00649528457556333,2
Shawn Johnson,0.002468037195525847,0.0017083108056698052,0.00030154908588648116,0.006881566601891204,0.006580017516004723,2
Vinny Guadagnino,0.0024665116642537113,0.0018445371055757118,0.00024063937752301639,0.007221576360170974,0.006980936982647958,2
Erin Andrews,0.0024663993808747434,0.0017642845714047634,0.00024534353878309244,0.006952722790716523,0.006707379251933431,2
Shannon Elizabeth,0.0024661512507512225,0.0017916158291933974,0.00025630014465784744,0.00704138857549947,0.006785088430841623,2
Gabby Windey,0.002466119221671657,0.0017965646153849661,0.0002704244565231621,0.007155102868431305,0.006884678411908143,2
Ricki Lake,0.0024639520477745588,0.0017999908866246491,0.0003070535619291452,0.00717679683282423,0.006869743270895084,2
Joey McIntyre,0.0024616223265468314,0.001767112712522357,0.0002751564799405697,0.006824427878828709,0.006549271398888139,2
Suzanne Somers,0.002460683863420583,0.0018026881860486606,0.00022772337823733483,0.007075794471440836,0.006848071093203501,2
Mel B,0.00245958788939538,0.0017424421373612353,0.00033320491689760583,0.00681443210788491,0.006481227190987304,2
Bonner Bolton,0.002458579443565,0.0017537861872248329,0.0002680328028341336,0.0068066751652054985,0.006538642362371365,2
Natalie Coughlin,0.0024580159551908167,0.0017383278166564014,0.0003175134192419159,0.007039772129689396,0.00672225871044748,2
Lisa Rinna,0.0024579621249383645,0.0017885426319763859,0.00023799014347833605,0.007042670358294953,0.006804680214816616,2
Jaleel White,0.0024563553668686513,0.0017626370890683335,0.00027307314254772854,0.006694028334360002,0.006420955191812273,2
Mario Lopez,0.0024552821265350065,0.0017449313253729121,0.00029937130325458647,0.0066703771830453895,0.0063710058797908035,2
Nancy McKeon,0.0024532380862693857,0.001777521251569768,0.00024666362141927855,0.006961107172473342,0.006714443551054064,2
Kirstie Alley,0.0024520162704343746,0.001746445989188474,0.00022385434734997778,0.007041864199938774,0.006818009852588796,2
Elisabetta Canalis,0.0024511319093126404,0.0017432885802678838,0.00026104342621359613,0.006821381612052098,0.0065603381858385015,2
Ally Brooke,0.002449918596750526,0.00174619645807576,0.00026212318353986696,0.006743250442813624,0.006481127259273758,2
Wayne Brady,0.0024483473661228174,0.0016785430757847639,0.00027746824252982045,0.006647900875961559,0.006370432633431739,2
Simone Biles,0.0024481712023281,0.0017557802759646936,0.0002713169667858722,0.006818491591079941,0.006547174624294069,2
Tommy Chong,0.0024460449044992213,0.0017938726098780584,0.0002620097697079154,0.006947540776225112,0.006685531006517197,2
Ryan Lochte,0.00244486547767272,0.0018454717617229,0.00024739976173592714,0.007177890986660787,0.0069304912249248595,2
Debi Mazar,0.0024445459196418885,0.0017481303992089852,0.0002811262623700875,0.0068525607888359355,0.006571434526465848,2
Shawn Johnson,0.002440049646262139,0.0017503193232977687,0.0002864213232639662,0.006982507449926011,0.006696086126662045,2
Chris Jericho,0.0024391652786031116,0.0016728871292538618,0.00028710805954472045,0.006651794012078429,0.006364685952533709,2
Danny Amendola,0.002438120897043114,0.0017660605491749577,0.0002569105725249234,0.006765948172530902,0.0065090376000059786,2
Jerry Rice,0.002437832858087804,0.001719530775142793,0.0002879309677630372,0.006727424732012524,0.006439493764249487,2
Calvin Johnson Jr.,0.002436737608913112,0.0017698767755376253,0.0002490414990206276,0.006974115501265513,0.006725074002244885,2
Shanna Moakler,0.002436675070885763,0.0017517099243358845,0.00030456380918862815,0.006923287645069242,0.006618723835880614,2
Joey Graziadei,0.0024365999826935335,0.001745634217286916,0.0002693192048176781,0.006974228064436392,0.006704908859618714,2
Bill Engvall,0.0024349955936422683,0.001706889020006899,0.0002831695359842201,0.006679844554793084,0.006396675018808863,2
Joey Fatone,0.0024340001947717677,0.0017465642541964125,0.0003245125361934674,0.006783277568145606,0.006458765031952139,2
Erika Jayne,0.002433441151675661,0.0017501551357805415,0.0002570327568746993,0.006630290326604374,0.006373257569729675,2
Albert Reed,0.0024326274065073665,0.001770135457295511,0.00027887968795213525,0.006995576478182081,0.006716696790229945,2
Emmitt Smith,0.002431675290185199,0.001731536069871765,0.00025083756483099687,0.0066370241462378665,0.00638618658140687,2
Jack Wagner,0.0024305338830614446,0.0017510782505463101,0.0002461286143173629,0.0068845318884247645,0.006638403274107402,2
Brandy,0.0024294625193785704,0.0016929788576163212,0.0002893950139265461,0.006765583863717394,0.006476188849790848,2
Jenn Tran,0.0024286345126861095,0.0017064483373986875,0.00021697098671701802,0.006763663082306841,0.006546692095589822,2
Lindsey Stirling,0.002428425234071818,0.001748445967651327,0.00024397888091703504,0.007013098786896473,0.006769119905979438,2
Rob Kardashian,0.0024277521356850878,0.0017377416228876884,0.00023456645922852184,0.006823540292891963,0.006588973833663441,2
Marla Maples,0.0024269580086173147,0.0017344954849922217,0.0002543096651459564,0.006869457843066467,0.006615148177920511,2
Ralph Macchio,0.0024267910369269656,0.001773879025218824,0.00025759686055483883,0.007042660166265457,0.006785063305710618,2
Sasha Pieterse,0.0024266184132309817,0.0017770662367482812,0.0002553025644790329,0.00695634210770406,0.006701039543225027,2
Shangela,0.002424551476515266,0.0017172192276372613,0.00027093027296623047,0.006780345682557108,0.006509415409590878,2
Elaine Hendrix,0.0024205018171357903,0.0018105390231250634,0.00025587068121471203,0.006854285016454951,0.006598414335240239,2
Willa Ford,0.0024199507865556103,0.0018088536088924358,0.00025385383703535553,0.007002950827792206,0.006749096990756851,2
Frankie Muniz,0.0024194013061595225,0.001667985809639852,0.0002823626657627052,0.006551086555819691,0.006268723890056986,2
Carlos PenaVega,0.002419180463894664,0.0017148753150688317,0.0003295829977607742,0.006712331461629868,0.006382748463869094,2
Alyson Hannigan,0.0024182574499997224,0.0017458207266699704,0.0002544246602616058,0.006776670498772308,0.006522245838510702,2
Lawrence Taylor,0.0024170777479548887,0.00181043451477447,0.0002556883010833847,0.007175420024997797,0.006919731723914413,2
Marilu Henner,0.0024167505880743653,0.001784468945821756,0.00026389933061535936,0.006793751269747157,0.006529851939131797,2
NeNe Leakes,0.0024162449359125034,0.001721073162855835,0.00022304286485199133,0.00666461468065527,0.006441571815803279,2
Vanilla Ice,0.002415642825799173,0.0017641023923226872,0.000252206585896392,0.007013218815192949,0.006761012229296557,2
Jodie Sweetin,0.002415187795364916,0.0017150476005054441,0.00025909466062797135,0.0066594129583170715,0.0064003182976891,2
Jane Seymour,0.0024150480291442095,0.001824460182630333,0.00023643995707603213,0.007108584760157401,0.006872144803081369,2
Paulina Porizkova,0.002415029844989163,0.001661907124874208,0.000234251771883715,0.006493836513896213,0.006259584742012498,2
Jana Kramer,0.002414057629176196,0.0017229222978910148,0.00026381984833466157,0.006825363647444935,0.006561543799110274,2
Debbie Gibson,0.002412971383454139,0.0017557885340162998,0.0002664996396266719,0.006860962323074479,0.006594462683447807,2
Nick Lachey,0.002412895319271474,0.0017259879769918269,0.0002280120586127797,0.006652052414961991,0.006424040356349211,2
Charity Lawson,0.0024124499063575373,0.0017595671904713942,0.0002598916073251237,0.006918522306991964,0.0066586306996668405,2
Pamela Anderson,0.002412399639831338,0.001741557148014892,0.0002411276214545976,0.006801872239406522,0.006560744617951924,2
Brooks Nader,0.002412318056337159,0.0017291885856266643,0.00027738485239970636,0.00688808166146827,0.006610696809068563,2
Alix Earle,0.0024100767475459793,0.0017169374008767148,0.0002503158995094111,0.006575400093325327,0.0063250841938159155,2
Nev Schulman,0.0024091174697582654,0.001709123845227567,0.0002639377369745866,0.006646080936012629,0.006382143199038042,2
Babyface,0.0024087890846962645,0.0017729957610045036,0.00027969024623733464,0.006893432183301317,0.006613741937063983,2
Noah Galloway,0.0024086128656125483,0.001801074592398907,0.00024304804223772072,0.0071490700407778485,0.006906021998540128,2
Karamo Brown,0.0024073273286303143,0.001753927862371232,0.00024757940299062497,0.006719980913375141,0.006472401510384516,2
Suni Lee,0.0024065315564042065,0.0017293415550439695,0.00028335440072953146,0.0067712330032789906,0.006487878602549459,2
Jacoby Jones,0.002406133815629701,0.0017018571769470163,0.00028877548154492835,0.006788531363193416,0.006499755881648487,2
Adam Carolla,0.0024044423760592507,0.0018299543977740075,0.0002766863608430436,0.007177019120870244,0.0069003327600272,2
"Nicole ""Snooki"" Polizzi",0.002404359142772958,0.001763227856111819,0.00025613227988175905,0.006736484132101841,0.0064803518522200815,2
Cameron Mathison,0.0024040477290029156,0.0017513661600860515,0.00031277620616307144,0.006971833560750877,0.006659057354587806,2
Trevor Donovan,0.002402737136873894,0.0016903868698405927,0.0002841750080235107,0.006387120932381981,0.00610294592435847,2
Lele Pons,0.0024006306127371995,0.0017264733884315708,0.00030900676031950545,0.006747327717909536,0.00643832095759003,2
Jordan Chiles,0.002399730156848064,0.001724343042418833,0.0002506045073788899,0.006837383879654228,0.006586779372275338,2
Denise Richards,0.002399425800025503,0.0016957672716950555,0.00025616363803630186,0.00673284406560816,0.006476680427571858,2
Chuck Liddell,0.0023993105187332152,0.0017923801057461212,0.0002422120098442231,0.006813985490188712,0.006571773480344489,2
Jennie Garth,0.002398986649125785,0.0017673099822786162,0.00022974599185441309,0.00676004099029404,0.006530294998439627,2
Melissa Gilbert,0.002398946099915286,0.001749354417765255,0.000286296365981093,0.006714852278503065,0.006428555912521972,2
Kel Mitchell,0.002398106047262783,0.0017592341337717757,0.0002216883081672021,0.006940097135772077,0.006718408827604875,2
Drew Carey,0.002396220292292802,0.001694030954799645,0.0002491557831685082,0.0067996354551788955,0.006550479672010387,2
Chynna Phillips,0.00239422860812829,0.0017169851128317158,0.0002524805565370027,0.006796181289795985,0.0065437007332589826,2
Terrell Owens,0.0023939195821957096,0.0017502191939780978,0.00026334881558884543,0.006811010611738046,0.0065476617961492,2
Selma Blair,0.0023900032142904057,0.0017160280995641153,0.00027261082448139256,0.006836487702547618,0.006563876878066225,2
Lauren Alaina,0.0023895501962941253,0.0017380780516715517,0.00023577464967665805,0.00689377291052608,0.006657998260849422,2
Victor Espinoza,0.0023879623267192202,0.0017962451795151848,0.00023539845047010428,0.006837397709840099,0.006601999259369995,2
Patti LaBelle,0.002387880210828895,0.0016676030453284811,0.0002792301900726171,0.006568058983619974,0.006288828793547357,2
John Ratzenberger,0.0023869230971865817,0.0016784512922838036,0.00026317025951784094,0.006626857589166219,0.006363687329648378,2
Kim Fields,0.0023862953021698513,0.0018100646966225117,0.00022268740740513898,0.006973684253276172,0.0067509968458710325,2
Christine Chiu,0.0023859002783435503,0.0017744225115166668,0.00026323861402918915,0.006885994927090356,0.006622756313061167,2
Antonio Brown,0.0023858481732441945,0.0017345508359820352,0.00025792457372793764,0.0067686011986119385,0.006510676624884,2
Jessie James Decker,0.0023852957100595836,0.0017729672622452469,0.00023410874741831595,0.0069158327163040805,0.006681723968885765,2
Jesse Metcalfe,0.002384335947307477,0.0017773743356455348,0.0002769425467918262,0.006683760311178839,0.006406817764387013,2
Heidi D'Amelio,0.002384109346624456,0.0017436253695030876,0.0002746750345187862,0.00669287758120703,0.006418202546688244,2
Von Miller,0.002384068441496104,0.0017470368735697673,0.0002367586678360888,0.0070345939679005145,0.006797835300064426,2
Randy Couture,0.0023825777923295374,0.001675823053690717,0.00022388070403764782,0.006393714640893603,0.006169833936855955,2
Gladys Knight,0.0023814673197920626,0.0018257949784450244,0.00023146208637186275,0.007136685276462964,0.006905223190091101,2
Justina Machado,0.002379328611882362,0.0017495849314898843,0.00026269706712396296,0.006709839250035939,0.006447142182911977,2
Chelsea Kane,0.0023779290965851444,0.001741527903684417,0.00023907808449666736,0.006591876637445401,0.0063527985529487335,2
Paula Deen,0.0023777530970822505,0.0017897214148923943,0.00022846612416444064,0.0065798116016720625,0.0063513454775076215,2
Michael Irvin,0.0023774749631337955,0.0017648083077465185,0.0002368160572668847,0.006854774334674381,0.0066179582774074965,2
Valerie Harper,0.0023768985252536645,0.0017480792048748615,0.00020281904813748545,0.006812920834727496,0.006610101786590011,2
Olivia Jade,0.0023764759092780173,0.0017442458743457596,0.0002399821170826953,0.006893206346060661,0.006653224228977965,2
Mira Sorvino,0.002375402307480706,0.0017244874028400632,0.00021738807256020332,0.006814127003646909,0.0065967389310867056,2
Lance Bass,0.002375349309890617,0.0017705741485202473,0.00023457840045202353,0.006648300751128842,0.0064137223506768185,2
Victor Ortiz,0.00237215439822566,0.0017644905541147607,0.0002397532048418671,0.006756069645621311,0.006516316440779444,2
Hilaria Baldwin,0.002369813099141898,0.0017797486316103238,0.0002468844796323059,0.0068544471091604685,0.006607562629528162,2
Tavis Smiley,0.0023697163350943668,0.0017852805978318634,0.00023155721355584298,0.006873543882901723,0.006641986669345881,2
J.R. Martinez,0.00236929626237217,0.0016758236527452044,0.0002627029660087581,0.0066456918286359225,0.006382988862627164,2
Sam Champion,0.002369272354515705,0.001761399444195066,0.00025135941440298387,0.006927559366690158,0.006676199952287174,2
Ginger Zee,0.002368530563998811,0.0017127632788030474,0.00025898031416678,0.006933829041932169,0.006674848727765389,2
Ilona Maher,0.002367759330201098,0.0017601341870455243,0.0002507439709154676,0.006819709696601771,0.006568965725686304,2
Melora Hardin,0.002363115506315173,0.0017280086462694113,0.000270278934873458,0.006955100412692952,0.0066848214778194946,2
James Hinchcliffe,0.002363039063590909,0.00171039709975267,0.00029745258007083124,0.00660886682328696,0.006311414243216129,2
Shandi Finnessey,0.002362429669212382,0.0017410436073931066,0.00023168505947137756,0.006837518768488734,0.006605833709017357,2
Billy Ray Cyrus,0.002362029965090763,0.0016821753656457333,0.0002181607367023062,0.006386745817797743,0.006168585081095437,2
Sara Evans,0.002359445492334751,0.001677314950423967,0.0002675203732596928,0.006580354356304151,0.006312833983044459,2
James Van Der Beek,0.002358988124825855,0.0016780929184822201,0.0002612105821714588,0.006687022527860001,0.006425811945688542,2
Dylan Efron,0.0023580286623710793,0.0017308645483863642,0.00024255513784224002,0.006593687069842502,0.006351131932000262,2
Cristian de la Fuente,0.002356690107871735,0.0016818821990397307,0.00026053610484275325,0.0066136751464787496,0.006353139041635997,2
Danielle Fishel,0.0023548130927285873,0.0017279668163436605,0.00020968526711686626,0.006713894316201343,0.0065042090490844764,2
Cody Linley,0.0023547701566505696,0.0016881958249682822,0.00028831495635986263,0.006693982548314711,0.006405667591954848,2
Phaedra Parks,0.0023543724726861432,0.001703449867763151,0.00023724298827541528,0.00664673692775361,0.006409493939478195,2
Maureen McCormick,0.002354018331678971,0.0017302203978441935,0.00021904081502812582,0.00665892592797792,0.006439885112949794,2
Margaret Cho,0.0023529791917227586,0.001736222520028156,0.0002407100377670027,0.006254950458069027,0.006014240420302024,2
Shannen Doherty,0.0023517762037106793,0.0017123335980207648,0.00024968018739385863,0.006670710265130501,0.006421030077736642,2
Nyle DiMarco,0.0023502815434539247,0.0017014828979642343,0.00027641364815647016,0.006721225767113594,0.006444812118957124,2
Nick Viall,0.0023480507479462552,0.0017683072891819557,0.0002193017885622807,0.006754028012953141,0.00653472622439086,2
Marissa Jaret Winokur,0.002347457551110847,0.0016575139973018273,0.00026057133150543527,0.006608737441514327,0.0063481661100088915,2
Jimmie Allen,0.002346076954476953,0.0016864233552135502,0.00025606339969101944,0.006524528374256569,0.006268464974565549,2
Niecy Nash,0.002345300985738741,0.0017573537395913104,0.0002773577113289495,0.0069385915554442176,0.006661233844115268,2
Aiden Turner,0.0023443449807375896,0.0016908782115654035,0.0002505087649716119,0.006641860497783447,0.006391351732811835,2
Doug Flutie,0.002343705945561105,0.0016903342184825657,0.00023273083129878684,0.006724765163417325,0.006492034332118538,2
Priscilla Presley,0.0023435461978423998,0.001692156007795619,0.0002530783873296585,0.006739561199945308,0.00648648281261565,2
Veron Davis,0.002343522545580877,0.0017533009380555115,0.00022353384033881675,0.006743147827067631,0.006519613986728815,2
Maurice Greene,0.002342323959349788,0.0017103589080144422,0.00024068832136970027,0.006642255999215067,0.006401567677845367,2
David Arquette,0.0023422054077623213,0.0017623491329801905,0.00024435971894107224,0.0066938420042533435,0.0064494822853122715,2
Florence Henderson,0.002341691124136641,0.0017188486619183015,0.0002775813189333172,0.0067014604706631216,0.0064238791517298045,2
Misty May-Treanor,0.0023371844181244964,0.0016558393054599673,0.0002615861405173201,0.00651324701388682,0.0062516608733695,2
Nancy Kerrigan,0.0023355837305676377,0.0016823621291501085,0.00024044623895487928,0.006237288142623759,0.0059968419036688795,2
Lisa Vanderpump,0.0023333202902788923,0.001767756924029905,0.0002118741881731104,0.006917560392344137,0.006705686204171026,2
