celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_count,week1_total,week1_weighted_avg,week2_judge_count,week2_total,week2_weighted_avg,week3_judge_count,week3_total,week3_weighted_avg,week4_judge_count,week4_total,week4_weighted_avg,week5_judge_count,week5_total,week5_weighted_avg,week6_judge_count,week6_total,week6_weighted_avg,week7_judge_count,week7_total,week7_weighted_avg,week8_judge_count,week8_total,week8_weighted_avg,week9_judge_count,week9_total,week9_weighted_avg,week10_judge_count,week10_total,week10_weighted_avg,week11_judge_count,week11_total,week11_weighted_avg,week1_normalized,week2_normalized,week3_normalized,week4_normalized,week5_normalized,week6_normalized,week7_normalized,week8_normalized,week9_normalized,week10_normalized,week11_normalized,Regime,week1_rank,week2_rank,week3_rank,week4_rank,week5_rank,week6_rank,week7_rank,week8_rank,week9_rank,week10_rank,week11_rank,technical_rank,survival_weeks,elimination_deviation,JFG_index,week1_inferred_votes,week1_votes_std,week2_inferred_votes,week2_votes_std,week3_inferred_votes,week3_votes_std,week4_inferred_votes,week4_votes_std,week5_inferred_votes,week5_votes_std,week6_inferred_votes,week6_votes_std,week7_inferred_votes,week7_votes_std,week8_inferred_votes,week8_votes_std,week9_inferred_votes,week9_votes_std,week10_inferred_votes,week10_votes_std,week11_inferred_votes,week11_votes_std
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,32.01099130449136,8.00274782612284,4,34.98743492592499,8.746858731481247,4,31.00880979202551,7.752202448006377,4,39.04094083791521,9.760235209478802,4,33.985971109656205,8.496492777414051,4,32.01099130449136,8.00274782612284,4,34.998809315505966,8.749702328876491,4,32.01099130449136,8.00274782612284,4,35.010542553185466,8.752635638296367,0,0.0,0.0,0,0.0,0.0,80.0274782612284,87.46858731481247,77.52202448006378,97.60235209478803,84.9649277741405,80.0274782612284,87.49702328876492,80.0274782612284,87.52635638296367,0.0,0.0,Regime B,3.0,1.0,7.0,2.0,3.0,5.0,2.0,5.0,5.0,6.0,5.0,4.0,9,-5.0,0.41160435801960127,678199.6506257112,150130.00001330956,858237.2874851361,141021.55131287206,858952.738979557,210368.02204387542,809582.379370618,149919.89262169856,840850.6301630307,227853.92117130678,835624.7083989661,120639.03005503071,815952.9866677126,194918.09308227408,802391.7915266848,112103.3387137756,757909.1833366897,174822.71415041902,,,,
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,4,28.982415684128934,7.245603921032234,4,33.985971109656205,8.496492777414051,4,40.013739130614205,10.003434782653551,4,36.012365217552784,9.003091304388196,4,32.98378959719036,8.24594739929759,4,32.960323121831344,8.240080780457836,4,33.49921311520818,8.374803278802045,4,43.01476956541027,10.753692391352567,4,38.51378408221788,9.62844602055447,4,39.00018322856738,9.750045807141845,4,39.02139282722823,9.755348206807058,72.45603921032233,84.9649277741405,100.03434782653551,90.03091304388195,82.4594739929759,82.40080780457836,83.74803278802044,107.53692391352567,96.2844602055447,97.50045807141845,97.55348206807058,Regime B,8.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,11,-2.0,0.7837016780684435,769691.5427608722,148584.53901302995,893331.3963136835,157477.2957076533,951329.7764646143,189193.65774469817,956150.9231358955,219916.6752978836,980040.405515673,197579.5985487688,861280.0959233489,179486.83317393067,988905.5448712043,160437.23347714142,881741.0788043549,132706.67596486633,1108160.4437762834,239770.3748470465,927611.170493405,179520.15260835722,976254.1542786586,162947.31252604656
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,4,36.012365217552784,9.003091304388196,4,32.01099130449136,8.00274782612284,4,32.01099130449136,8.00274782612284,4,40.013739130614205,10.003434782653551,4,34.037385412387934,8.509346353096984,4,39.01227531434542,9.753068828586356,4,34.01167826102208,8.50291956525552,4,40.98837545751369,10.247093864378423,4,38.49945132043299,9.624862830108247,4,37.50058702826959,9.375146757067398,4,40.013739130614205,10.003434782653551,90.03091304388195,80.0274782612284,80.0274782612284,100.03434782653551,85.09346353096984,97.53068828586355,85.02919565255519,102.47093864378422,96.24862830108248,93.75146757067398,100.03434782653551,Regime B,1.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.1818181818181817,11,0.0,0.8575678822890437,737652.5095109316,198184.55155630168,904633.7307508886,157742.93366853733,876237.1186601503,152114.42052671584,845993.6639222212,179217.88562682574,920543.1401425095,192064.70334965468,918904.008928525,157826.03259404033,986952.8869445106,147003.85902806564,909539.3133361081,189625.41846887136,1019650.653452686,191195.88472868985,944725.1646867951,181568.9282967302,1020610.0418991714,159883.04566545147
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,22.033981369400745,5.508495342350186,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,55.08495342350186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,12.0,13.0,12.0,11.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,9.363636363636363,1,-1.0,-1.3471843538054782,594677.112687772,115094.11940170743,,,,,,,,,,,,,,,,,,,,
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30.986061012863566,7.746515253215891,4,28.00961739142994,7.002404347857485,4,26.03535528246217,6.5088388206155425,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,77.46515253215891,70.02404347857485,65.08838820615543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,5.0,8.0,11.0,11.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,8.181818181818182,3,-6.0,-0.349967733884778,652084.1377722955,122595.62863380353,738963.435793075,144125.28987032594,808516.7023536072,149046.61183070103,,,,,,,,,,,,,,,,
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,0.0,0.0,0.0,0.0,4,26.984687099802148,6.746171774950537,4,28.00961739142994,7.002404347857485,4,34.06085188774695,8.515212971936737,4,28.00961739142994,7.002404347857485,4,23.00677966209974,5.751694915524935,4,28.00961739142994,7.002404347857485,4,30.010304347960652,7.502576086990163,4,29.035668021061163,7.258917005265291,4,28.522082537243836,7.130520634310959,4,31.01212701232797,7.753031753081992,0,0.0,0.0,67.46171774950537,70.02404347857485,85.15212971936738,70.02404347857485,57.51694915524934,70.02404347857485,75.02576086990163,72.5891700526529,71.30520634310959,77.53031753081993,0.0,Regime B,9.0,8.0,3.0,8.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,6.545454545454546,10,-2.0,-0.02028518199144247,529271.2672411505,82331.67828938013,569781.279379887,146758.96458359188,592908.5132712221,161008.3493651215,638811.5857287722,125827.43229484693,616098.3804184763,113799.1338109881,535628.711100644,102199.38631988512,600262.2515512198,127141.58486933554,676905.6349769144,98176.97497415567,578805.788054081,75504.62682486456,617122.2771984619,121413.00818933196,,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20.006869565307102,5.001717391326776,4,28.00961739142994,7.002404347857485,4,29.058014158416754,7.264503539604188,4,29.01179890389579,7.252949725973948,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,50.017173913267754,70.02404347857485,72.64503539604188,72.52949725973947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,13.0,8.0,8.0,6.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,8.181818181818182,4,-4.0,-0.5117376537330319,518381.75725299196,112540.12244186472,492536.82008195546,66796.10846230389,597225.1700331006,108144.60168577482,634442.2891068144,90944.79895873074,,,,,,,,,,,,,,
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,25.010424990834373,6.252606247708593,4,24.00824347836852,6.00206086959213,4,28.00961739142994,7.002404347857485,4,24.981041771067513,6.245260442766878,4,20.006869565307102,5.001717391326776,4,30.013262720164573,7.503315680041143,4,28.00961739142994,7.002404347857485,4,25.033173769996317,6.258293442499079,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,62.52606247708593,60.0206086959213,70.02404347857485,62.45260442766878,50.017173913267754,75.03315680041143,70.02404347857485,62.58293442499079,0.0,0.0,0.0,Regime B,10.0,12.0,10.0,9.0,9.0,7.0,8.0,7.0,7.0,6.0,5.0,8.181818181818182,8,0.0,-0.30950342367659556,556370.0723139372,102882.75114308592,630669.7497553965,113943.11022627247,627343.3221178099,92905.47604977325,633057.8504438223,162780.46503960495,617771.1229740304,105169.3963524245,521299.24637603434,117978.82910973963,635975.338249952,123928.43402481829,643215.8594059361,147502.83547112154,,,,,,
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,29.01108120769872,7.25277030192468,4,28.00961739142994,7.002404347857485,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,72.5277030192468,70.02404347857485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,7.0,8.0,12.0,11.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,8.454545454545455,2,-5.0,-0.48233531328920143,523980.27670065576,116645.50456952584,627007.2225003344,124982.90788725375,,,,,,,,,,,,,,,,,,
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,4,32.01099130449136,8.00274782612284,4,33.03592159611916,8.25898039902979,4,40.013739130614205,10.003434782653551,4,32.98378959719036,8.24594739929759,4,32.01099130449136,8.00274782612284,4,36.012365217552784,9.003091304388196,4,37.50058702826959,9.375146757067398,4,39.98619394504784,9.99654848626196,4,37.025562271501066,9.256390567875266,4,38.01305217408349,9.503263043520873,4,38.01305217408349,9.503263043520873,80.0274782612284,82.5898039902979,100.03434782653551,82.4594739929759,80.0274782612284,90.03091304388195,93.75146757067398,99.96548486261959,92.56390567875266,95.03263043520873,95.03263043520873,Regime B,3.0,3.0,1.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,2.909090909090909,11,-3.0,0.7670349351692257,648683.2820532224,140646.72417319467,705469.3718127708,189985.6375075729,733741.2760929365,104892.10149208864,865783.8164882734,169885.92788901928,806729.8449579388,154284.67713033405,746793.3277738404,178519.47706442885,733203.8116258051,171223.36294656355,779344.1663939598,106968.6903335219,837034.6455418761,197413.16794865535,820146.4996154254,156508.33208778285,860217.4899105637,155862.7187730547
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,4,33.98525341345914,8.496313353364785,4,30.986061012863566,7.746515253215891,4,32.01099130449136,8.00274782612284,4,37.03729550918058,9.259323877295145,4,36.012365217552784,9.003091304388196,4,35.0630334002128,8.7657583500532,4,30.997435402444538,7.749358850611134,4,37.986627326520555,9.496656831630139,4,36.52483036336668,9.13120759084167,4,37.025562271501066,9.256390567875266,4,39.34769642059965,9.836924105149912,84.96313353364785,77.46515253215891,80.0274782612284,92.59323877295145,90.03091304388195,87.65758350053201,77.49358850611134,94.96656831630139,91.3120759084167,92.56390567875266,98.36924105149912,Regime B,2.0,5.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,2.0,3.3636363636363638,11,-1.0,0.6508841593118718,803309.2333964276,102844.59005212803,889683.3506317058,144775.7126519626,937116.9424114248,164477.5157183726,926255.3268847864,148416.44809299096,906041.8202028004,203275.04664926353,932867.6107845113,168617.52926001212,943473.3402376532,160249.96462136667,829814.488674973,178643.7096143324,1003634.4473949822,142367.16775113405,947874.9810399814,207124.4120918254,927005.3830062605,150189.23494138458
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,24.981041771067513,6.245260442766878,4,28.00961739142994,7.002404347857485,4,24.981041771067513,6.245260442766878,4,28.00961739142994,7.002404347857485,4,28.00961739142994,7.002404347857485,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,62.45260442766878,70.02404347857485,62.45260442766878,70.02404347857485,70.02404347857485,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,9.0,6.0,8.0,9.0,5.0,9.0,8.0,7.0,5.0,4.0,1.0,6.454545454545454,5,-4.0,-0.36417619425001246,685616.8296255555,137291.41160670918,745233.4219574624,117144.20064852369,809306.7791745006,154150.29283244006,726713.8882422589,169479.30457067525,779918.9206897455,163539.67890520452,,,,,,,,,,,,
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,24.981041771067513,6.245260442766878,4,32.01099130449136,8.00274782612284,4,32.01099130449136,8.00274782612284,4,38.98880883898641,9.747202209746602,4,33.98525341345914,8.496313353364785,4,36.4873899743213,9.121847493580326,4,38.98585046678248,9.74646261669562,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,62.45260442766878,80.0274782612284,80.0274782612284,97.47202209746601,84.96313353364785,91.21847493580326,97.46462616695621,0.0,0.0,0.0,0.0,Regime B,9.0,2.0,4.0,1.0,4.0,2.0,2.0,7.0,5.0,4.0,1.0,3.727272727272727,7,-6.0,0.4165487253291043,806402.3890178255,151590.92445379915,821942.9903383744,84344.16915229954,861912.4645180826,171099.97420094596,886434.9102983891,131543.56314197372,998768.1060020825,242673.7582090794,954036.0603785729,180566.5101815028,1058393.3679455959,209557.4971310578,,,,,,,,
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,4,30.986061012863566,7.746515253215891,4,32.01099130449136,8.00274782612284,4,33.9625046342972,8.4906261585743,4,33.98525341345914,8.496313353364785,4,37.987345022717626,9.496836255679407,4,37.97561178503812,9.49390294625953,4,37.03729550918058,9.259323877295145,4,38.98880883898641,9.747202209746602,4,40.013739130614205,10.003434782653551,4,40.013739130614205,10.003434782653551,0,0.0,0.0,77.46515253215891,80.0274782612284,84.906261585743,84.96313353364785,94.96836255679406,94.93902946259529,92.59323877295145,97.47202209746601,100.03434782653551,100.03434782653551,0.0,Regime B,2.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.090909090909091,10,-1.0,0.8679336144512507,762756.3475320508,136528.52886349577,950731.1370015442,155201.44891491454,895362.2736349085,143096.4688227358,956987.29943145,162262.07553326065,952003.4011666588,135076.51065868183,1013836.0450121462,142834.38714119064,902776.3936443022,231332.2278637351,978430.7535558905,184168.1230276478,912743.2302379778,166424.71604152402,869673.6809044695,191749.28966975346,,
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,4,32.01099130449136,8.00274782612284,4,32.01099130449136,8.00274782612284,4,33.03592159611916,8.25898039902979,4,34.98743492592499,8.746858731481247,4,38.98880883898641,9.747202209746602,4,35.48556730995399,8.871391827488498,4,37.010870661617645,9.252717665404411,4,40.013739130614205,10.003434782653551,4,39.000542076665916,9.750135519166479,4,40.013739130614205,10.003434782653551,0,0.0,0.0,80.0274782612284,80.0274782612284,82.5898039902979,87.46858731481247,97.47202209746601,88.71391827488499,92.52717665404411,100.03434782653551,97.50135519166479,100.03434782653551,0.0,Regime B,1.0,2.0,3.0,3.0,1.0,4.0,5.0,1.0,3.0,1.0,1.0,2.272727272727273,10,0.0,0.8623133096965853,736406.8568712508,132499.77969265,911048.4907273691,173418.96111516366,919363.8249390486,175501.66870570072,927568.8412541745,177359.2707053796,914003.7169298746,169503.04037702948,1033286.8835486065,166176.57897896506,958437.3416702664,172669.83565680016,979754.7768173013,119743.12616436015,1012146.0627359468,217014.57260221292,1040622.7366893475,121068.30774348699,,
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,4,29.983879500397713,7.495969875099428,4,33.985971109656205,8.496492777414051,4,34.01463663322599,8.503659158306498,4,35.960233218623976,8.990058304655994,4,37.986627326520555,9.496656831630139,4,36.4873899743213,9.121847493580326,4,40.98837545751369,10.247093864378423,4,38.01305217408349,9.503263043520873,4,40.013739130614205,10.003434782653551,0,0.0,0.0,0,0.0,0.0,74.95969875099429,84.9649277741405,85.03659158306498,89.90058304655994,94.96656831630139,91.21847493580326,102.47093864378422,95.03263043520873,100.03434782653551,0.0,0.0,Regime B,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,9,-3.0,0.8398526162849246,730285.9463987278,122112.00233050963,854769.7854458805,126076.23213815205,904688.7761784962,152827.58359835707,843724.1892994547,137731.1472066329,873131.1447547183,183046.64149584642,876477.4060852404,181693.53643964988,922131.1922801072,218592.606668728,956547.1930168679,187750.7348633423,941983.6913159778,191310.99401931546,,,,
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,25.982505587336295,6.495626396834074,4,28.00961739142994,7.002404347857485,4,24.00824347836852,6.00206086959213,4,29.983879500397713,7.495969875099428,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,64.95626396834074,70.02404347857485,60.0206086959213,74.95969875099429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,7.0,6.0,9.0,8.0,10.0,9.0,8.0,7.0,5.0,4.0,1.0,6.7272727272727275,4,-4.0,-0.42545162393927133,653202.6002982246,114970.2253272338,782870.8374551743,112787.95653528553,818616.5758961368,148663.84809174237,733764.4462801501,118841.47384606533,,,,,,,,,,,,,,
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,28.00961739142994,7.002404347857485,4,28.00961739142994,7.002404347857485,4,29.01108120769872,7.25277030192468,4,34.00871988881815,8.502179972204537,4,24.00824347836852,6.00206086959213,4,33.49921311520818,8.374803278802045,4,31.00880979202551,7.752202448006377,4,31.011768164229434,7.752942041057358,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,70.02404347857485,70.02404347857485,72.5277030192468,85.02179972204537,60.0206086959213,83.74803278802044,77.52202448006378,77.52942041057358,0.0,0.0,0.0,Regime B,4.0,6.0,6.0,4.0,9.0,8.0,6.0,6.0,5.0,4.0,1.0,5.363636363636363,8,-2.0,-0.07569076962026115,516205.59512540884,72992.82368636673,628249.0861577451,118323.58756902545,639855.6407405109,147714.96403555616,630275.6529470279,121269.61511053365,688172.0424433071,131895.57607251106,613163.1204719872,113187.57899365123,720571.0199566467,131170.562325195,669219.4889402941,132010.5808123908,,,,,,
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4,21.981849370471945,5.495462342617986,4,26.011888807103155,6.502972201775789,4,21.981849370471945,5.495462342617986,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,54.95462342617986,65.02972201775789,54.95462342617986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regime B,11.0,11.0,10.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,1.0,7.909090909090909,3,-1.0,-1.0266115604763948,618569.0948103567,95972.8304472407,623955.4498536645,126198.58901234211,688900.5222934536,176642.57744079095,,,,,,,,,,,,,,,,
